Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit,Shipping Delay,Profit Margin,Order Year,Order Month,Order Day,Data Type
CA-2015-137225,2015-12-15,2015-12-19,Standard Class,JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10009.0,East,Chuck Magee,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Not,3.28,1.0,0.0,1.41,4.0,0.4298780487804878,2015.0,12.0,15.0,Historical
CA-2014-166191,2014-05-12,2014-09-12,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521.0,Central,Kelly Williams,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",Not,24.82,2.0,0.2,1.86,123.0,0.07493956486704272,2014.0,5.0,12.0,Historical
CA-2014-166191,2014-05-12,2014-09-12,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521.0,Central,Kelly Williams,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Not,408.74,7.0,0.2,76.64,123.0,0.18750305817879337,2014.0,5.0,12.0,Historical
CA-2014-158274,2014-11-19,2014-11-24,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203.0,South,Cassandra Brandow,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,Not,503.96,4.0,0.0,131.03,5.0,0.2600007937137868,2014.0,11.0,19.0,Historical
CA-2014-158274,2014-11-19,2014-11-24,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203.0,South,Cassandra Brandow,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),Not,149.95,5.0,0.0,41.99,5.0,0.28002667555851957,2014.0,11.0,19.0,Historical
CA-2014-158274,2014-11-19,2014-11-24,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203.0,South,Cassandra Brandow,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,Not,29.0,2.0,0.0,7.25,5.0,0.25,2014.0,11.0,19.0,Historical
CA-2016-105018,2016-11-28,2016-11-28,Standard Class,SK-19990,Sally Knutson,Consumer,United States,Fairfield,Connecticut,6824.0,East,Chuck Magee,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,Not,7.16,2.0,0.0,3.44,0.0,0.48044692737430167,2016.0,11.0,28.0,Historical
CA-2014-123260,2014-08-26,2014-08-30,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Los Angeles,California,90032.0,West,Anna Andreadi,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Not,176.8,8.0,0.0,22.98,4.0,0.12997737556561084,2014.0,8.0,26.0,Historical
CA-2016-157000,2016-07-16,2016-07-22,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051.0,Central,Kelly Williams,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",Not,37.22,3.0,0.2,3.72,6.0,0.09994626544868351,2016.0,7.0,16.0,Historical
CA-2016-157000,2016-07-16,2016-07-22,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051.0,Central,Kelly Williams,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,Not,20.02,3.0,0.2,6.26,6.0,0.3126873126873127,2016.0,7.0,16.0,Historical
CA-2015-102281,2015-12-10,2015-12-10,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035.0,East,Chuck Magee,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Not,899.14,4.0,0.2,112.39,0.0,0.12499721956536246,2015.0,12.0,10.0,Historical
CA-2015-102281,2015-12-10,2015-12-10,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035.0,East,Chuck Magee,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Not,71.76,6.0,0.0,20.09,0.0,0.27996098104793754,2015.0,12.0,10.0,Historical
CA-2015-102281,2015-12-10,2015-12-10,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035.0,East,Chuck Magee,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,Not,51.84,8.0,0.0,24.88,0.0,0.47993827160493824,2015.0,12.0,10.0,Historical
CA-2015-102281,2015-12-10,2015-12-10,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035.0,East,Chuck Magee,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Not,626.35,3.0,0.2,46.98,0.0,0.07500598706793325,2015.0,12.0,10.0,Historical
CA-2015-102281,2015-12-10,2015-12-10,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035.0,East,Chuck Magee,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,Not,19.9,5.0,0.0,6.57,0.0,0.3301507537688443,2015.0,12.0,10.0,Historical
CA-2015-131457,2015-10-31,2015-10-31,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Redlands,California,92374.0,West,Anna Andreadi,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,Not,14.28,7.0,0.0,6.71,0.0,0.4698879551820728,2015.0,10.0,31.0,Historical
CA-2014-140004,2014-03-21,2014-03-25,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,45011.0,East,Chuck Magee,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Not,7.41,2.0,0.2,1.2,4.0,0.16194331983805668,2014.0,3.0,21.0,Historical
CA-2014-140004,2014-03-21,2014-03-25,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,45011.0,East,Chuck Magee,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Not,6.05,3.0,0.2,1.59,4.0,0.2628099173553719,2014.0,3.0,21.0,Historical
CA-2017-107720,2017-06-11,2017-11-13,Standard Class,VM-21685,Valerie Mitchum,Home Office,United States,Westfield,New Jersey,7090.0,East,Chuck Magee,OFF-ST-10001414,Office Supplies,Storage,Decoflex Hanging Personal Folder File,Not,46.26,3.0,0.0,12.03,155.0,0.2600518806744488,2017.0,6.0,11.0,Historical
US-2017-124303,2017-06-07,2017-07-13,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,Chuck Magee,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Not,2.95,2.0,0.7,-2.26,36.0,-0.7661016949152541,2017.0,6.0,7.0,Historical
US-2017-124303,2017-06-07,2017-07-13,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,Chuck Magee,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Not,16.06,3.0,0.2,5.82,36.0,0.3623910336239104,2017.0,6.0,7.0,Historical
CA-2017-105074,2017-06-24,2017-06-29,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Akron,Ohio,44312.0,East,Chuck Magee,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Not,21.74,3.0,0.2,6.8,5.0,0.31278748850046,2017.0,6.0,24.0,Historical
CA-2014-133690,2014-03-08,2014-05-08,First Class,BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219.0,West,Anna Andreadi,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Yes,218.75,2.0,0.5,-161.88,61.0,-0.7400228571428571,2014.0,3.0,8.0,Historical
CA-2014-133690,2014-03-08,2014-05-08,First Class,BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219.0,West,Anna Andreadi,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Yes,2.6,1.0,0.2,0.29,61.0,0.11153846153846153,2014.0,3.0,8.0,Historical
US-2017-116701,2017-12-17,2017-12-21,Second Class,LC-17140,Logan Currie,Consumer,United States,Dallas,Texas,75220.0,Central,Kelly Williams,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,Not,66.28,2.0,0.8,-178.97,4.0,-2.7002112251056123,2017.0,12.0,17.0,Historical
CA-2017-126382,2017-03-06,2017-07-06,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Franklin,Tennessee,37064.0,South,Cassandra Brandow,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",Not,35.17,7.0,0.2,9.67,122.0,0.27495024168325277,2017.0,3.0,6.0,Historical
CA-2017-108329,2017-09-12,2017-12-14,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Whittier,California,90604.0,West,Anna Andreadi,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,Not,444.77,4.0,0.2,44.48,93.0,0.1000067450592441,2017.0,9.0,12.0,Historical
CA-2017-135860,2017-01-12,2017-07-12,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601.0,Central,Kelly Williams,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",Not,83.92,4.0,0.0,5.87,181.0,0.06994756911344137,2017.0,1.0,12.0,Historical
CA-2017-135860,2017-01-12,2017-07-12,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601.0,Central,Kelly Williams,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Not,131.98,2.0,0.0,35.63,181.0,0.269965146234278,2017.0,1.0,12.0,Historical
CA-2017-135860,2017-01-12,2017-07-12,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601.0,Central,Kelly Williams,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",Not,15.92,4.0,0.0,7.48,181.0,0.4698492462311558,2017.0,1.0,12.0,Historical
CA-2017-135860,2017-01-12,2017-07-12,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601.0,Central,Kelly Williams,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",Not,52.29,9.0,0.0,16.21,181.0,0.310001912411551,2017.0,1.0,12.0,Historical
CA-2017-135860,2017-01-12,2017-07-12,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601.0,Central,Kelly Williams,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Not,91.99,1.0,0.0,3.68,181.0,0.04000434829872813,2017.0,1.0,12.0,Historical
CA-2015-101007,2015-09-02,2015-09-02,Second Class,MS-17980,Michael Stewart,Corporate,United States,Dallas,Texas,75220.0,Central,Kelly Williams,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,Not,20.8,2.0,0.2,6.5,0.0,0.3125,2015.0,9.0,2.0,Historical
CA-2015-146262,2015-02-01,2015-09-01,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256.0,East,Chuck Magee,OFF-LA-10004544,Office Supplies,Labels,Avery 505,Yes,23.68,2.0,0.2,8.88,212.0,0.37500000000000006,2015.0,2.0,1.0,Historical
CA-2015-146262,2015-02-01,2015-09-01,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256.0,East,Chuck Magee,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Yes,452.45,5.0,0.5,-244.32,212.0,-0.5399933694330865,2015.0,2.0,1.0,Historical
CA-2015-146262,2015-02-01,2015-09-01,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256.0,East,Chuck Magee,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,Yes,62.98,3.0,0.4,-14.7,212.0,-0.2334074309304541,2015.0,2.0,1.0,Historical
CA-2015-146262,2015-02-01,2015-09-01,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256.0,East,Chuck Magee,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,Yes,1188.0,9.0,0.7,-950.4,212.0,-0.7999999999999999,2015.0,2.0,1.0,Historical
CA-2015-146262,2015-02-01,2015-09-01,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256.0,East,Chuck Magee,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Yes,89.58,2.0,0.2,4.48,212.0,0.05001116320607279,2015.0,2.0,1.0,Historical
CA-2016-130162,2016-10-28,2016-10-28,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Los Angeles,California,90032.0,West,Anna Andreadi,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",Not,93.06,6.0,0.0,26.06,0.0,0.2800343864173651,2016.0,10.0,28.0,Historical
CA-2016-130162,2016-10-28,2016-10-28,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Los Angeles,California,90032.0,West,Anna Andreadi,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,Not,302.38,3.0,0.2,22.68,0.0,0.07500496064554533,2016.0,10.0,28.0,Historical
CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017.0,East,Chuck Magee,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,Yes,5.58,2.0,0.2,1.81,3.0,0.32437275985663083,2015.0,12.0,24.0,Historical
CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017.0,East,Chuck Magee,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Yes,22.7,6.0,0.2,8.23,3.0,0.36255506607929516,2015.0,12.0,24.0,Historical
CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017.0,East,Chuck Magee,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,Yes,19.78,4.0,0.7,-13.84,3.0,-0.6996966632962588,2015.0,12.0,24.0,Historical
CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017.0,East,Chuck Magee,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Yes,72.7,4.0,0.2,19.08,3.0,0.26244841815680875,2015.0,12.0,24.0,Historical
CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017.0,East,Chuck Magee,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,Yes,479.99,4.0,0.7,-383.99,3.0,-0.799995833246526,2015.0,12.0,24.0,Historical
CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017.0,East,Chuck Magee,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Yes,27.17,2.0,0.2,2.72,3.0,0.10011041589988959,2015.0,12.0,24.0,Historical
CA-2015-163055,2015-09-08,2015-09-08,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227.0,Central,Kelly Williams,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Not,2.2,1.0,0.0,0.97,0.0,0.44090909090909086,2015.0,9.0,8.0,Historical
CA-2015-163055,2015-09-08,2015-09-08,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227.0,Central,Kelly Williams,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,Not,622.45,5.0,0.0,136.94,0.0,0.22000160655474332,2015.0,9.0,8.0,Historical
CA-2015-163055,2015-09-08,2015-09-08,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227.0,Central,Kelly Williams,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,Not,21.98,1.0,0.0,0.22,0.0,0.010009099181073703,2015.0,9.0,8.0,Historical
US-2015-145436,2015-02-28,2015-04-03,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,38401.0,South,Cassandra Brandow,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,Not,161.57,2.0,0.2,-28.27,34.0,-0.17497060097790432,2015.0,2.0,28.0,Historical
US-2015-145436,2015-02-28,2015-04-03,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,38401.0,South,Cassandra Brandow,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",Not,389.7,8.0,0.2,43.84,34.0,0.11249679240441367,2015.0,2.0,28.0,Historical
US-2014-156216,2014-09-13,2014-09-17,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Charlotte,North Carolina,28205.0,South,Cassandra Brandow,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,Not,18.65,7.0,0.7,-12.43,4.0,-0.6664879356568365,2014.0,9.0,13.0,Historical
US-2017-100930,2017-07-04,2017-12-04,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614.0,South,Cassandra Brandow,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,Not,233.86,2.0,0.45,-102.05,153.0,-0.43637218848883946,2017.0,7.0,4.0,Historical
US-2017-100930,2017-07-04,2017-12-04,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614.0,South,Cassandra Brandow,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,Not,620.61,3.0,0.45,-248.25,153.0,-0.40000966790738146,2017.0,7.0,4.0,Historical
US-2017-100930,2017-07-04,2017-12-04,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614.0,South,Cassandra Brandow,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,Not,5.33,2.0,0.7,-3.55,153.0,-0.6660412757973733,2017.0,7.0,4.0,Historical
US-2017-100930,2017-07-04,2017-12-04,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614.0,South,Cassandra Brandow,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Not,258.07,3.0,0.2,0.0,153.0,0.0,2017.0,7.0,4.0,Historical
US-2017-100930,2017-07-04,2017-12-04,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614.0,South,Cassandra Brandow,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,Not,617.98,3.0,0.2,-7.72,153.0,-0.012492313667108967,2017.0,7.0,4.0,Historical
CA-2017-160514,2017-12-11,2017-12-11,Standard Class,DB-13120,David Bremer,Corporate,United States,Santa Clara,California,95051.0,West,Anna Andreadi,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Not,10.56,2.0,0.0,4.75,0.0,0.449810606060606,2017.0,12.0,11.0,Historical
CA-2016-157749,2016-04-06,2016-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610.0,Central,Kelly Williams,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,Not,25.92,5.0,0.2,9.4,153.0,0.3626543209876543,2016.0,4.0,6.0,Historical
CA-2016-157749,2016-04-06,2016-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610.0,Central,Kelly Williams,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Not,419.68,5.0,0.6,-356.73,153.0,-0.8500047655356462,2016.0,4.0,6.0,Historical
CA-2016-157749,2016-04-06,2016-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610.0,Central,Kelly Williams,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,Not,11.69,3.0,0.6,-4.68,153.0,-0.4003421727972626,2016.0,4.0,6.0,Historical
CA-2016-157749,2016-04-06,2016-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610.0,Central,Kelly Williams,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,Not,31.98,2.0,0.2,11.19,153.0,0.349906191369606,2016.0,4.0,6.0,Historical
CA-2016-157749,2016-04-06,2016-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610.0,Central,Kelly Williams,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,Not,177.23,5.0,0.5,-120.51,153.0,-0.6799638887321561,2016.0,4.0,6.0,Historical
CA-2016-157749,2016-04-06,2016-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610.0,Central,Kelly Williams,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,Not,4.04,3.0,0.6,-2.83,153.0,-0.7004950495049505,2016.0,4.0,6.0,Historical
CA-2016-157749,2016-04-06,2016-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610.0,Central,Kelly Williams,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Not,7.41,2.0,0.2,1.2,153.0,0.16194331983805668,2016.0,4.0,6.0,Historical
CA-2014-131926,2014-01-06,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044.0,Central,Kelly Williams,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,Not,2001.86,7.0,0.0,580.54,151.0,0.29000029972125924,2014.0,1.0,6.0,Historical
CA-2014-131926,2014-01-06,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044.0,Central,Kelly Williams,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,Not,166.72,2.0,0.0,41.68,151.0,0.25,2014.0,1.0,6.0,Historical
CA-2014-131926,2014-01-06,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044.0,Central,Kelly Williams,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Not,47.88,6.0,0.0,23.94,151.0,0.5,2014.0,1.0,6.0,Historical
CA-2014-131926,2014-01-06,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044.0,Central,Kelly Williams,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Not,1503.25,5.0,0.0,496.07,151.0,0.32999833693663727,2014.0,1.0,6.0,Historical
CA-2014-131926,2014-01-06,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044.0,Central,Kelly Williams,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,Not,25.92,4.0,0.0,12.44,151.0,0.47993827160493824,2014.0,1.0,6.0,Historical
CA-2016-154739,2016-10-12,2016-12-15,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Francisco,California,94109.0,West,Anna Andreadi,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Not,321.57,2.0,0.2,28.14,64.0,0.08750816307491371,2016.0,10.0,12.0,Historical
CA-2016-145625,2016-11-09,2016-11-09,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037.0,West,Anna Andreadi,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Not,7.61,1.0,0.0,3.58,0.0,0.4704336399474376,2016.0,11.0,9.0,Historical
CA-2016-145625,2016-11-09,2016-11-09,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037.0,West,Anna Andreadi,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,Not,3347.37,13.0,0.0,636.0,0.0,0.18999991037740077,2016.0,11.0,9.0,Historical
CA-2016-146941,2016-10-12,2016-12-13,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10024.0,East,Chuck Magee,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",Not,80.58,6.0,0.0,22.56,62.0,0.279970215934475,2016.0,10.0,12.0,Historical
CA-2016-146941,2016-10-12,2016-12-13,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10024.0,East,Chuck Magee,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Not,361.92,4.0,0.0,162.86,62.0,0.44998894783377547,2016.0,10.0,12.0,Historical
US-2015-159982,2015-11-28,2015-11-28,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623.0,Central,Kelly Williams,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,Not,12.13,9.0,0.6,-8.49,0.0,-0.6999175597691674,2015.0,11.0,28.0,Historical
US-2015-159982,2015-11-28,2015-11-28,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623.0,Central,Kelly Williams,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",Not,82.37,2.0,0.2,-19.56,0.0,-0.2374650965157217,2015.0,11.0,28.0,Historical
US-2015-159982,2015-11-28,2015-11-28,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623.0,Central,Kelly Williams,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",Not,53.92,5.0,0.2,4.04,0.0,0.07492581602373886,2015.0,11.0,28.0,Historical
US-2015-159982,2015-11-28,2015-11-28,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623.0,Central,Kelly Williams,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,Not,647.9,6.0,0.2,56.69,0.0,0.08749807068992128,2015.0,11.0,28.0,Historical
CA-2017-163139,2017-01-12,2017-03-12,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009.0,East,Chuck Magee,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,Not,20.37,3.0,0.0,6.93,59.0,0.34020618556701027,2017.0,1.0,12.0,Historical
CA-2017-163139,2017-01-12,2017-03-12,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009.0,East,Chuck Magee,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,Not,221.55,3.0,0.0,6.65,59.0,0.030015797788309637,2017.0,1.0,12.0,Historical
